MTM P&L On Previous  Period's Positions,Data,Stocks,USD,BXG,BLUEGREEN VACATIONS CORP,2018-11-12,11.68,-26.35
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,BXG,BLUEGREEN VACATIONS CORP,2018-11-13,11.7,3.1
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,BXG,BLUEGREEN VACATIONS CORP,2018-11-14,11.88,27.9
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,BXG,BLUEGREEN VACATIONS CORP,2018-11-20,10.75,-56.1
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,BXG,BLUEGREEN VACATIONS CORP,2018-11-21,11.4,55.25
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,BXG,BLUEGREEN VACATIONS CORP,2018-11-23,11.8,34
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,CERC,CERECOR INC,,3.56,11.08
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,CERC,CERECOR INC,2018-11-26,3.56,11.08
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,CUE,CUE BIOPHARMA INC,,7.2,-43.68
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,CUE,CUE BIOPHARMA INC,2018-11-06,7.01,-128.31
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,CUE,CUE BIOPHARMA INC,2018-11-07,7.27,70.98
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,CUE,CUE BIOPHARMA INC,2018-11-08,7.32,13.65
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,FTNW,FTE NETWORKS INC,,6.577133333,-469.8
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,FTNW,FTE NETWORKS INC,2018-11-06,8.2,-21.6
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,FTNW,FTE NETWORKS INC,2018-11-07,8.41,45.36
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,FTNW,FTE NETWORKS INC,2018-11-08,8.0092,-86.57
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,FTNW,FTE NETWORKS INC,2018-11-09,7.185,-178.03
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,FTNW,FTE NETWORKS INC,2018-11-12,7.16,-5.4
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,FTNW,FTE NETWORKS INC,2018-11-13,6.95,-45.36
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,FTNW,FTE NETWORKS INC,2018-11-21,4.43,-106.2
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,FTNW,FTE NETWORKS INC,2018-11-23,4.82,70.2
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,FTNW,FTE NETWORKS INC,2018-11-26,4.03,-142.2
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,ICD,INDEPENDENCE CONTRACT DRILLI,,3.26,15.6
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,ICD,INDEPENDENCE CONTRACT DRILLI,2018-11-26,3.26,15.6
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,KNSA,KINIKSA PHARMACEUTICALS-A,,17.601666667,444.4
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,KNSA,KINIKSA PHARMACEUTICALS-A,2018-11-14,17.09,92.4
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,KNSA,KINIKSA PHARMACEUTICALS-A,2018-11-15,18.15,116.6
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,KNSA,KINIKSA PHARMACEUTICALS-A,2018-11-16,17.47,-74.8
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,KNSA,KINIKSA PHARMACEUTICALS-A,2018-11-19,16.27,-132
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,KNSA,KINIKSA PHARMACEUTICALS-A,2018-11-20,16.34,7.7
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,KNSA,KINIKSA PHARMACEUTICALS-A,2018-11-21,20.29,434.5
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,LAZY,LAZYDAYS HOLDINGS INC,,5.1275,-74
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,LAZY,LAZYDAYS HOLDINGS INC,2018-11-14,5.15,-70
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,LAZY,LAZYDAYS HOLDINGS INC,2018-11-15,5.36,42
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,LAZY,LAZYDAYS HOLDINGS INC,2018-11-16,4.95,-82
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,LAZY,LAZYDAYS HOLDINGS INC,2018-11-19,5.3,70
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,LAZY,LAZYDAYS HOLDINGS INC,2018-11-20,5.15,-30
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,LAZY,LAZYDAYS HOLDINGS INC,2018-11-21,5.13,-4
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,LAZY,LAZYDAYS HOLDINGS INC,2018-11-23,4.85,-56
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,LAZY,LAZYDAYS HOLDINGS INC,2018-11-26,5.13,56
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,LEVB,LEVEL BRANDS INC,,3.836666667,73.64
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,LEVB,LEVEL BRANDS INC,2018-11-20,3.66,-15.78
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,LEVB,LEVEL BRANDS INC,2018-11-21,3.85,49.97
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,LEVB,LEVEL BRANDS INC,2018-11-23,4,39.45
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,LQDA,LIQUIDIA TECHNOLOGIES INC,,22.155,235.87
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,LQDA,LIQUIDIA TECHNOLOGIES INC,2018-11-14,22.15,291.49
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,LQDA,LIQUIDIA TECHNOLOGIES INC,2018-11-15,22.58,44.29
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,LQDA,LIQUIDIA TECHNOLOGIES INC,2018-11-16,22.28,-30.9
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,LQDA,LIQUIDIA TECHNOLOGIES INC,2018-11-19,21.61,-69.01
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,MGTA,MAGENTA THERAPEUTICS INC,,7.3125,205.92
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,MGTA,MAGENTA THERAPEUTICS INC,2018-11-14,6.66,-55.44
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,MGTA,MAGENTA THERAPEUTICS INC,2018-11-15,7.17,134.64
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,MGTA,MAGENTA THERAPEUTICS INC,2018-11-16,7.77,158.4
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,MGTA,MAGENTA THERAPEUTICS INC,2018-11-19,7.65,-31.68
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,MOTS,MOTUS GI HOLDINGS INC,,3.285,34
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,MOTS,MOTUS GI HOLDINGS INC,2018-11-21,3.18,13
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,MOTS,MOTUS GI HOLDINGS INC,2018-11-23,3.39,21
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,RKDA,ARCADIA BIOSCIENCES INC,,4.17,-4.6
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,RKDA,ARCADIA BIOSCIENCES INC,2018-11-26,4.17,-4.6
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,ROSE,ROSEHILL RESOURCES INC,,4.05,14.76
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,ROSE,ROSEHILL RESOURCES INC,2018-11-26,4.05,14.76
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,SIC,SELECT INTERIOR CONCEPTS-A,,8.362,22.04
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,SIC,SELECT INTERIOR CONCEPTS-A,2018-11-14,8.45,-33.64
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,SIC,SELECT INTERIOR CONCEPTS-A,2018-11-16,8.44,-2.32
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,SIC,SELECT INTERIOR CONCEPTS-A,2018-11-19,8.22,-51.04
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,SIC,SELECT INTERIOR CONCEPTS-A,2018-11-20,8.01,-48.72
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,SIC,SELECT INTERIOR CONCEPTS-A,2018-11-23,8.69,157.76
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,SVVC,FIRSTHAND TECHNOLOGY VALUE,,12.7147,-62.4574
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,SVVC,FIRSTHAND TECHNOLOGY VALUE,2018-11-21,12.87,-37.92
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,SVVC,FIRSTHAND TECHNOLOGY VALUE,2018-11-23,12.5594,-24.5374
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,TBIO,TRANSLATE BIO INC,,6.72,49.5
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,TBIO,TRANSLATE BIO INC,2018-11-14,5.91,-34.2
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,TBIO,TRANSLATE BIO INC,2018-11-15,7.33,127.8
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,TBIO,TRANSLATE BIO INC,2018-11-16,6.8,-47.7
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,TBIO,TRANSLATE BIO INC,2018-11-19,6.84,3.6
MTM P&L On Previous  Period's Positions,Data,Total,,,,,,549.3182
Deposits & Withdrawals,Header,Currency,Settle Date,Description,Amount
Deposits & Withdrawals,Data,SGD,2018-05-02,Electronic Fund Transfer,50000
Deposits & Withdrawals,Data,SGD,2018-05-03,Electronic Fund Transfer,35732.07
Deposits & Withdrawals,Data,Total,,,85732.07
Deposits & Withdrawals,Data,Total in USD,,,64256.7895496
Deposits & Withdrawals,Data,USD,2018-05-09,Disbursement Initiated by Ching Jui Young,-64314
Deposits & Withdrawals,Data,USD,2018-10-30,Electronic Fund Transfer,10000
Deposits & Withdrawals,Data,USD,2018-11-01,Electronic Fund Transfer,10000
Deposits & Withdrawals,Data,Total,,,-44314
Deposits & Withdrawals,Data,Total Deposits & Withdrawals in USD,,,19942.7895496
Fees,Header,Subtitle,Currency,Date,Description,Amount
Fees,Data,Other Fees,SGD,2018-01-03,Balance of Monthly Minimum Fee for Dec 2017,-10.69
Fees,Data,Other Fees,SGD,2018-02-05,Balance of Monthly Minimum Fee for Jan 2018,-26.24
Fees,Data,Other Fees,SGD,2018-03-06,Balance of Monthly Minimum Fee for Feb 2018,-11.11
Fees,Data,Other Fees,SGD,2018-06-05,Balance of Monthly Minimum Fee for May 2018,-2.05
Fees,Data,Total,,,,-50.09
Fees,Data,Total in USD,,,,-37.8681453
Fees,Data,Other Fees,USD,2018-11-02,Balance of Monthly Minimum Fee for Oct 2018,-20
Fees,Data,Other Fees,USD,2018-11-05,Order Cancellation Fee for Nov 2018,-0.02
Fees,Data,Other Fees,USD,2018-11-05,y******41:US Equity and Options Add-On Streaming Bundle Non-Professional for Nov 2018,-4.5
Fees,Data,Other Fees,USD,2018-11-05,y******41:US Securities Snapshot and Futures Value Bundle Non-Professional for Nov 2018,-10
Fees,Data,Other Fees,USD,2018-11-20,Order Cancellation Fee for Nov 2018,-0.01
Fees,Data,Other Fees,USD,2018-11-23,Order Cancellation Fee for Nov 2018,-0.01
Fees,Data,Total,,,,-34.54
Fees,Data,Total Other Fees in USD,,,,-72.4081453
Other Fees,Header,Currency,Date,Description,Amount,Code
Other Fees,Data,SGD,2018-01-03,Balance of Monthly Minimum Fee for Dec 2017,-10.69,
Other Fees,Data,SGD,2018-02-05,Balance of Monthly Minimum Fee for Jan 2018,-26.24,
Other Fees,Data,SGD,2018-03-06,Balance of Monthly Minimum Fee for Feb 2018,-11.11,
Other Fees,Data,SGD,2018-06-05,Balance of Monthly Minimum Fee for May 2018,-2.05,
Other Fees,Data,Total,,,,-50.09,
Other Fees,Data,Total in USD,,,,-37.8681453,
Other Fees,Data,USD,2018-11-02,Balance of Monthly Minimum Fee for Oct 2018,-20,
Other Fees,Data,USD,2018-11-05,Order Cancellation Fee for Nov 2018,-0.02,
Other Fees,Data,USD,2018-11-05,y******41:US Equity and Options Add-On Streaming Bundle Non-Professional for Nov 2018,-4.5,
Other Fees,Data,USD,2018-11-05,y******41:US Securities Snapshot and Futures Value Bundle Non-Professional for Nov 2018,-10,
Other Fees,Data,USD,2018-11-20,Order Cancellation Fee for Nov 2018,-0.01,
Other Fees,Data,USD,2018-11-23,Order Cancellation Fee for Nov 2018,-0.01,
Other Fees,Data,Total,,,,-34.54,
Other Fees,Data,Total Other Fees in USD,,,,-72.4081453,
Deposits & Withdrawals,Header,Currency,Settle Date,Description,Amount,Code
Deposits & Withdrawals,Data,SGD,2018-05-02,Electronic Fund Transfer,50000,
Deposits & Withdrawals,Data,SGD,2018-05-03,Electronic Fund Transfer,35732.07,
Deposits & Withdrawals,Data,Total,,,85732.07,
Deposits & Withdrawals,Data,Total in USD,,,64256.7895496,
Deposits & Withdrawals,Data,USD,2018-05-08,Disbursement Initiated by Ching Jui Young,-64314,
Deposits & Withdrawals,Data,USD,2018-10-30,Electronic Fund Transfer,10000,
Deposits & Withdrawals,Data,USD,2018-11-01,Electronic Fund Transfer,10000,
Deposits & Withdrawals,Data,Total,,,-44314,
Deposits & Withdrawals,Data,Total Deposits & Withdrawals in USD,,,19942.7895496,
Financial Instrument Information,Header,Asset Category,Symbol,Description,Conid,Security ID,Multiplier,Code
Financial Instrument Information,Data,Stocks,ACU,ACME UNITED CORP,764373,,1,
Financial Instrument Information,Data,Stocks,AEYE,AUDIOEYE INC,328849154,,1,
Financial Instrument Information,Data,Stocks,ALNA,ALLENA PHARMACEUTICALS INC,294729588,,1,
Financial Instrument Information,Data,Stocks,ALPN,ALPINE IMMUNE SCIENCES INC,283770143,,1,
Financial Instrument Information,Data,Stocks,ASPN,ASPEN AEROGELS INC,154991941,,1,
Financial Instrument Information,Data,Stocks,ATOM,ATOMERA INC,243188407,,1,
Financial Instrument Information,Data,Stocks,BSGM,BIOSIG TECHNOLOGIES INC,332929685,,1,
Financial Instrument Information,Data,Stocks,BTAI,BIOXCEL THERAPEUTICS INC,309790799,,1,
Financial Instrument Information,Data,Stocks,BXG,BLUEGREEN VACATIONS CORP,296320248,,1,
Financial Instrument Information,Data,Stocks,CERC,CERECOR INC,212488725,,1,
Financial Instrument Information,Data,Stocks,CRVS,CORVUS PHARMACEUTICALS INC,227267069,,1,
Financial Instrument Information,Data,Stocks,CUE,CUE BIOPHARMA INC,300465612,,1,
Financial Instrument Information,Data,Stocks,ETTX,ENTASIS THERAPEUTICS HOLDING,335049677,,1,
Financial Instrument Information,Data,Stocks,FTNW,FTE NETWORKS INC,295154154,,1,
Financial Instrument Information,Data,Stocks,ICD,INDEPENDENCE CONTRACT DRILLI,162959236,,1,
Financial Instrument Information,Data,Stocks,IMH,IMPAC MORTGAGE HOLDINGS INC.,57044719,,1,
Financial Instrument Information,Data,Stocks,KEG,KEY ENERGY SERVICES INC,258675291,,1,
Financial Instrument Information,Data,Stocks,KNSA,KINIKSA PHARMACEUTICALS-A,319099329,BMG5269C1010,1,
Financial Instrument Information,Data,Stocks,LAZY,LAZYDAYS HOLDINGS INC,310624804,,1,
Financial Instrument Information,Data,Stocks,LEVB,LEVEL BRANDS INC,296466062,,1,
Financial Instrument Information,Data,Stocks,LQDA,LIQUIDIA TECHNOLOGIES INC,327422071,,1,
Financial Instrument Information,Data,Stocks,MBIO,MUSTANG BIO INC,286853239,,1,
Financial Instrument Information,Data,Stocks,MGEN,MIRAGEN THERAPEUTICS INC,265852086,,1,
Financial Instrument Information,Data,Stocks,MGTA,MAGENTA THERAPEUTICS INC,322592376,,1,
Financial Instrument Information,Data,Stocks,MOTS,MOTUS GI HOLDINGS INC,306363711,,1,
Financial Instrument Information,Data,Stocks,RKDA,ARCADIA BIOSCIENCES INC,304144060,,1,
Financial Instrument Information,Data,Stocks,RMED,RA MEDICAL SYSTEMS INC,335150862,,1,
Financial Instrument Information,Data,Stocks,ROSE,ROSEHILL RESOURCES INC,274616949,,1,
Financial Instrument Information,Data,Stocks,SBT,STERLING BANCORP INC/MI,296466069,,1,
Financial Instrument Information,Data,Stocks,SIC,SELECT INTERIOR CONCEPTS-A,329820282,,1,
Financial Instrument Information,Data,Stocks,STRO,SUTRO BIOPHARMA INC,335150869,,1,
Financial Instrument Information,Data,Stocks,SVVC,FIRSTHAND TECHNOLOGY VALUE,86823361,,1,
Financial Instrument Information,Data,Stocks,TBIO,TRANSLATE BIO INC,324062330,,1,
Financial Instrument Information,Data,Stocks,UROV,UROVANT SCIENCES LTD,335150874,BMG9381B1081,1,
Codes,Header,Code,Meaning,Code (Cont.),Meaning (Cont.)
Codes,Data,A,Assignment
Codes,Data,AEx,Automatic exercise for dividend-related recommendation.
Codes,Data,Adj,Adjustment
Codes,Data,Al,Allocation
Codes,Data,Aw,Away Trade
Codes,Data,B,Automatic Buy-in
Codes,Data,Bo,Direct Borrow
Codes,Data,C,Closing Trade
Codes,Data,CD,Cash Delivery
Codes,Data,CP,Complex Position
Codes,Data,Ca,Cancelled
Codes,Data,Co,Corrected Trade
Codes,Data,Cx,Part or all of this transaction was a Crossing executed as dual agent by IB for two IB customers
Codes,Data,ETF,ETF Creation/Redemption
Codes,Data,Ep,Resulted from an Expired Position
Codes,Data,Ex,Exercise
Codes,Data,G,Trade in Guaranteed Account Segment
Codes,Data,HC,Highest Cost tax basis election
Codes,Data,HFI,Investment Transferred to Hedge Fund
Codes,Data,HFR,Redemption from Hedge Fund
Codes,Data,I,Internal Transfer
Codes,Data,IA,This transaction was executed against an IB affiliate
Codes,Data,INV,Investment Transfer from Investor
Codes,Data,IPO,This transaction was executed as part of an IPO in which IB was a member of the selling group and is classified as a Principal trade.
Codes,Data,L,Ordered by IB (Margin Violation)
Codes,Data,LD,Adjusted by Loss Disallowed from Wash Sale
Codes,Data,LI,"Last In, First Out (LIFO) tax basis election"
Codes,Data,LT,Long Term P/L
Codes,Data,Lo,Direct Loan
Codes,Data,M,Entered manually by IB
Codes,Data,MEx,Manual exercise for dividend-related recommendation.
Codes,Data,ML,Maximize Losses tax basis election
Codes,Data,MLG,Maximize Long Term Gain tax basis election
Codes,Data,MLL,Maximize Long Term Loss tax basis election
Codes,Data,MSG,Maximize Short Term Gain tax basis election
Codes,Data,MSL,Maximize Short Term Loss tax basis election
Codes,Data,O,Opening Trade
Codes,Data,P,Partial Execution
Codes,Data,PI,Price Improvement
Codes,Data,Po,Interest or Dividend Accrual Posting
Codes,Data,Pr,Part or all of this transaction was executed by the Exchange as a Crossing by IB against an IB affiliate and is therefore classified as a Principal and not an agency trade
Codes,Data,R,Dividend Reinvestment
Codes,Data,RED,Redemption to Investor
Codes,Data,Re,Interest or Dividend Accrual Reversal
Codes,Data,Ri,Reimbursement
Codes,Data,SI,This order was solicited by Interactive Brokers
Codes,Data,SL,Specific Lot tax basis election
Codes,Data,SO,This order was marked as solicited by your Introducing Broker
Codes,Data,SS,Customer designated this trade for shortened settlement and so is subject to execution at prices above the prevailing market
Codes,Data,ST,Short Term P/L
Codes,Data,SY,Positions that may be eligible for Stock Yield. Potential for additional annualized income of 43.20 USD
Codes,Data,T,Transfer
Notes/Legal Notes,Header,Type,Note
Notes/Legal Notes,Data,Notes,"Most stock exchange transactions settle on the trade date plus two business days. Options, futures and US open-end mutual fund transactions settle on trade date plus one business day. (Some exchanges and other transaction types may have longer or shorter settlement periods.) Ending settled cash reflects the cash that has actually settled."
Notes/Legal Notes,Data,Notes,Initial and maintenance margin requirements are available within the Account Window of the Trader Workstation.
Notes/Legal Notes,Data,Notes,"Interactive Brokers LLC receives compensation from fund companies in connection with the purchase and holding of fund shares by customers of Interactive Brokers LLC. Such compensation includes, but is not limited to, Rule 12b-1 fees that are paid out of the funds assets. The source and amount of any remuneration received by Interactive Brokers LLC in connection with a transaction will be furnished upon written request of the customer.  IB may share a portion of the compensation received from fund companies with your financial advisor or introducing broker."
Notes/Legal Notes,Data,Notes,Quantities preceded by a "-" sign indicate sell transactions. Other transactions are purchases. 
Notes/Legal Notes,Data,Notes,"In case of partial executions, commissions are charged on the total quantity executed on the original order. The commission is displayed on the first partial execution only."
Notes/Legal Notes,Data,Notes,Each closed lot indicated above with a reference to note (6) was chosen by the end of the trading day to be sold versus the specific opening purchase identified in that row.
Notes/Legal Notes,Data,Notes,Trade execution times are displayed in Eastern Time.
Notes/Legal Notes,Data,Notes,Applicable commodity Regulatory Fees for your transactions are available on the IB website at www.interactivebrokers.com/en/accounts/fees/exchangeAndRegulatoryFees.php.
Notes/Legal Notes,Data,Notes,"Borrow Fee Rate represents the cost to borrow stock expressed in percent per annum. It is applied to the cash collateral amount on the stock borrow contract and is separate from any interest earned on credit cash balances. Similarly, Loan Fee Rate represents the benefit to lend stock. A positive rate indicates a cost to the borrower/benefit to the lender and a negative rate indicates a benefit to the borrower/cost to the lender. In general, the fee rates for hard-to-borrow stocks are higher than for normal availability stocks."
Notes/Legal Notes,Data,Notes,Interest Rate on Customer Collateral represents the interest paid on the collateral posted to the customer's account and received from lending stock.  A positive rate indicates a benefit to the lender.
Notes/Legal Notes,Data,Notes,"The closing prices on this Activity Statement are indicative and may come from third-party sources. Interactive Brokers does not warrant the accuracy of the prices provided by third-party sources. Due to time zone differences, certain non-US mutual funds may deliver closing prices after the Activity Statement has been produced and the closing prices for such funds will reflect the previous day's price."
Notes/Legal Notes,Data,Notes,"Additional information about your retail Forex transactions is available in Account Management, including information required under NFA Rule 2-36(o) about retail Forex trades in the same currency pair as any retail leveraged Forex transaction you executed in your IB account. We can provide this information for trades executed within the 15 minutes immediately before and after your trade. This information is available for a period of 6 months after your trade."
Notes/Legal Notes,Data,Fixed Income Notes,"Call features for bonds or preferred stocks may affect the yield. For zero coupon, compound interest and multiplier securities, there are no periodic payments and securities may be callable below maturity value without notice to holder unless registered. For asset-backed securities, the actual yield may vary depending on the speed at which the underlying note is pre-paid. For additional information regarding bond yield, please contact the IB Help Desk at: help@interactivebrokers.com. If this debt security is unrated by a nationally recognized statistical rating organization, it may pose a high risk of default. You should consult a financial advisor to determine whether unrated bonds are appropriate for your portfolio in light of your goals and your financial circumstances. Fees charged by bond trading centers are included in the cost of bond transactions."
Notes/Legal Notes,Data,Legal Notes,"Please promptly report any inaccuracy or discrepancy in this statement, or in your account. Contact the IB Customer Service Department in writing using the form available on the IB website. You may also contact IB by phone, but if you report an error by phone, you should re-confirm such oral communication in writing in order to protect your rights, including rights under the Securities Investor Protection Act (SIPA).Interactive Brokers LLC, www.interactivebrokers.com, 877-442-2757 (U.S.)Interactive Brokers (UK) (Ltd), www.interactivebrokers.co.uk, 00800-42-276537 (Intl)Interactive Brokers Canada Inc., www.interactivebrokers.ca, 877-745-4222 (Can.)"
Notes/Legal Notes,Data,Legal Notes,"Unless otherwise noted, Interactive Brokers acted as agent in the execution of the above transactions. For those exchanges where IB is not a direct clearing member or custodian, IB may use one of the following clearing agents or sub-custodians: Interactive Brokers Australia Pty Limited; Interactive Brokers Canada Inc.; Interactive Brokers Hong Kong Limited; Interactive Brokers Securities Japan, Inc.; Interactive Brokers (U.K.) Limited; Timber Hill Europe AG; ABN Amro Clearing Singapore Pte. Ltd.; ABN Amro Clearing Sydney Pty Ltd.; BBVA Bancomer, S.A.; BNP Securities Services, Milan Branch; BMO Harris Bank N.A.; Citibank International plc; Euroclear Bank S.A./N.V.; Shinhan Securities Co., Ltd.; Skandinaviska Enskilda Banken AB.; Skandinaviska Enskilda Merchang Banking, Oslo Branch"
Notes/Legal Notes,Data,Legal Notes,"IB acts as agent or riskless principal in foreign currency exchange transactions.  Such transactions are executed against an IB affiliate or a third party, which acts as principal in such transactions and may have a long or short position and may have profited or lost in connection with the transaction.  Foreign currency exchange transactions executed by Customer through IB are not regulated or overseen by the SEC or the CFTC."
Notes/Legal Notes,Data,Legal Notes,"Trades marked with the exchange indicator of TMBR were effected by IB as agent through a market making affiliate, which acted as principal in the transaction and may have a long or short position in the security and may have profited or lost in connection with the transaction."
Notes/Legal Notes,Data,Legal Notes,"All VWAP trades are effected pursuant to an average price formula based on a reference price provided by a third-party data provider. Additional information and reference prices are available upon request. IB, as agent, effects VWAP transactions through a market making affiliate, which acts as principal in such transactions and may have a long or short position in the security and may have profited or lost in connection with the transaction."
Notes/Legal Notes,Data,Legal Notes,"IB accepts liquidity rebates or other order flow payments from Alternative Trading Systems, market makers and exchanges for certain orders in stocks. IB receives payment for some option orders pursuant to exchange-mandated marketing fee programs or other arrangements. To the extent permissible under exchange rules, IB may direct customer option orders for execution against its market making affiliate Timber Hill LLC, which acts as principal and may earn a profit or incur a loss. The source and nature of any compensation received by IB in connection with any transaction is available upon written request of the customer. For further information, check the IB website and the Order Routing and Payment for Order Flow Disclosure provided when you opened your account and annually or email help@interactivebrokers.com."
Notes/Legal Notes,Data,Legal Notes,"For security futures trades, if not already indicated on this statement, information about the time of any transaction, the identity of the counterparty to the transaction, and whether IB is acting as agent or principal, as agent for the counterparty, as agent for both parties to the contract, or as principal, and if acting as principal, whether the transaction was a block transaction or an exchange for physicals transaction, will be available upon written request of the customer."
Notes/Legal Notes,Data,Legal Notes,Customer is requested to promptly advise Interactive Brokers of any material change in Customer's investment objectives or financial situation.
Notes/Legal Notes,Data,Legal Notes,"A financial statement of Interactive Brokers LLC is available for your personal inspection at www.interactivebrokers.com or at its offices, or a copy of it will be mailed upon your written request."
Notes/Legal Notes,Data,Legal Notes,"For trades executed on either the Australian Stock Exchange Ltd (""ASX"") or Chi-X Australia Pty Ltd (""Chi-X""), this confirmation is issued subject to: (i) the directions, decisions and requirements of the Market Operator, the relevant Market Integrity Rules, the relevant Market Operating Rules, the Clearing Rules and where relevant, the Settlement Rules; (ii) the customs and usages of the relevant Market; and (iii) the correction of errors and omissions. Interactive Brokers LLC (ARBN: 091191141, AFSL: 245574, Participant on Chi-X Australia)(""IB"") is not a participant on the ASX, and will route orders to the ASX through its affiliate, Timber Hill Australia Pty Ltd (ABN 25079993534, AFSL: 244380, Participant on the ASX)(""THA"") who executes such orders. Your ASX and Chi-x Australia trades will be cleared through ABN Amro Clearing Sydney Pty Ltd, an ACH participant. If your transaction was a crossing transaction, IB may have either acted on behalf of (i) both the buyer and seller of this transaction, or (ii) on behalf of the buyer or seller on one side of the transaction and act as Principal on the other side. Under the Corporations Act 2001, where IB enters into an exchange traded derivatives on a customer's behalf, IB is regarded as having issued the derivative to the customer."
Notes/Legal Notes,Data,Legal Notes,"For All Options Trades Executed on the Stock Exchange of Hong Kong (""SEHK""): (a) Options can involve a high degree of risk and may not be suitable for every investor. Investors should ensure they understand those risks before participating in the options market. (b) All options contracts executed on the SEHK were executed by Timber Hill Securities Hong Kong on behalf of Interactive Brokers LLC. (c) In the event of a default committed by Interactive Brokers LLC resulting in the client suffering any pecuniary loss, the client shall have a right to claim under the Investor Compensation Fund established under the Hong Kong Securities and Futures Ordinance, subject to the terms of the Investor Compensation Fund from time to time. (d) All Exchange Traded Options Business made for or on behalf of a client shall be subject to the relevant provisions of the constitution, Rules of The Stock Exchange of Hong Kong Limited (""SEHK Rules""), regulations, the Articles, customs and usages of SEHK, the Options Trading Rules, the Clearing Rules of SEOCH, the CCASS Rules and the laws of Hong Kong, which shall be binding on both Interactive Brokers LLC and the client."
Notes/Legal Notes,Data,Legal Notes,"Deposits held away from Interactive Brokers LLC may not qualify under SIPC protection.  Also, futures and options on futures are not covered by SIPC."
